Title,Price,Sold,Reviews,Condition,Item Width,Item Length,MPN,Smart Home Protocol,Country/Region of Manufacture,Manufacturer Warranty,UPC,EAN,Brand,BTU Heating Rating,Type,Power Source,Heating System,Color,Voltage,Number of Heat Settings,Model,Features,Material,Operating Sound Rating,Heating Element,Made in,Weight,Model No.,Size,Item Height,Item Weight,Style,Product,Battery Included,Battery Size,Depth,Number of Batteries,Battery Capacity,Battery Life,Length,Motor Type,Cable Length,Year Manufactured,Mounting Location,Manufacturer,ISBN,SHIPPING,RETURN,ITEM LOCATION,International buyers,Item Depth,Area Covered,Power,Control Style,Phase,Restricted States,Housing Material,Indoor/Outdoor,Custom Bundle,Item,Height (In.),Height,Finish,Width,Length (In.),Mounting Type,Standards,Mounting,Agency Compliance,NumberOfItems,BtuH,Width (In.),Watts,Heating Element Format,Bundle Description,Heating Element Material,Energy Efficiency Ratio (EER),Energy Star,Tank Capacity,Annual Fuel Utilization Efficiency (AFUE),EC Range,Number of Cool Speeds,Air Direction,Package,Piece Count,Recommended Enviornment,Assembled Product Dimensions (L x W x H),Assembled Product Weight,Manufacturer Part Number,SKU,Heater Controls,Mount Location,Product Weight (lb),Room Size,Heater Type,Certifications and Listings,Color Family,Product Width (in),Product Height (in),Product Length (in),Power/Fuel Type,Portable Heater Features,Area Heated (Sq Ft),Wattage (watts),Heat rating (BTU/hour),Product Depth (in),Heating Product Type,Heating Technology Type,Bulb Type,Power Type,UPC/GTIN Code,Mor Electric Heating SKU,Heating Wattage,Timer Control,Case Size,Display Technology,Storage Capacity,Battery,Volume,Processor,Chipset/GPU Model,Scale,Stove Type Compatibility,Band Material,Country of Manufacture,Maximum Resolution,Internet Connectivity,Screen Size,Compatible Brand,Fragrance Name,Playable Media Format,Chipset Manufacturer,Form Factor,Connectivity,Gender,Mount,Wattage,Item Package,BandMaterialType,Studio,Publisher,ProductTypeName,ProductGroup,MaterialType,Label,Department,Binding,PackageQuantity,TAX,Customer Service,Returns,Handling Time:,Location,Questions,Dosage,Format,Compatible Model,Author,Book Tittle,Language,Current Rating,Warranty,ItemPackageQuantity,Product Length in inches,Product Width,Product Height,Product Weight in pounds,Materials,"Housing
Length",Housing Width,Housing Height,"Burner 
Length",Burner Width,Burner Depth,Heat Range Diameter,Items included,Shape,Assembly Required,Product Dimensions,Shipping Weight,Item model number,Ignition Type,Connection Size,Automatic shutoff,Fuel Type,Timer Included,Fuel Gauge,Installation,Room Size (sq ft),Remote Control,Thermostat,Accessories Included,Pack Size,Annual Fuel Utilization Efficiency (AFUE) (%),Vented,Heating area,Product Weight (lb.),Area Heated (Sq. Ft.),Room Size (sq. ft.),Prop65_fl,Prop65Warning,Vent Hose Exhaust Configuration,Recommended Location,Batteries Included?,Assembled Height,Batteries Required?,Assembled Width,Is Discontinued By Manufacturer,Item Package Quantity,Part Number,Assembled Length,item_length,item_width,Colour,Memory Card(s) Supported,Maximum Magnification,Sport,Refrigerant,Smart Home Compatibility,Tonnage,Room,Set Includes,Product Type,Start Type,Heat Type,Includes,Overall Depth,Overall Width,Special Features,Control Type,Heat Output,Heating Coverage,Maximum Blower Output,Overall Height,Country of Origin,Input Voltage,Maximum Heat Power,Minimum Heat Power,Product Model,Weight (Approximate),Gas Consumption,Fuel,Reflector,Main Pole,Cylinder housing,Door,Base,Hole Diameter,Insulation Material,Max Operating Temperature,Max Power Density,Power Lead Material,Product Name,Resistance Tolerance,Supply Voltage,Thickness,Advantages,Center Distance from Hole to Side,Collocation Products,Flammability,Warranty Description,Heating Method,Item Dimensions LxWxH,Style Name,Airflow,Supply,Nett Weight,Product Width (in.),Amperage (amps),Heater Type:,Product Depth (in.),Color:,Color Family:,Material:,Product Height (in.),Number of Heat Settings:,Portable Heater Safety Features,Cord Length (in.),Voltage (volts),Suitable For,Amps,Flame Intensity Control,Minimum BTU output,Coverage Area,Automatic Shut-Off,Built-In Thermostat,Maximum BTU output,Power cord,Mantel Width,Requires Venting,On/Off Heat,Includes Firebox,Dimensions,Modified Item,Manufacturer Color,Heater Style,Main Material,Burner,Flame screen,Table,Ignition Method,Safety Device,Accessories,Packaging,GW/NW,Certifications,Package Dimensions,Barcode,Part No.,Power (W),Product Weight,Dimensions (L x W x H),Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Application,Connection Type,Pattern Name,PackQty,Assembled Height (in),Assembled Depth (in),Assembled Width (in),GTIN,Country Of Origin,CFM,Volts/Hertz,Min Fuse size,Item Location,Quantity,Shipping,Tax,Bundle Listing,Energy Efficiency Rating,Unit Type,Included Components,manufacturer_part_number,Application/Usage,Area Coverage,Input Current,Power Consumption,Timer,Number of Shelves,Number of Drawers,Seat Depth,Seating Capacity,Firmness,Number of Items in Set,Load Capacity,Batteries Required,UNSPSC Code,Number of Pieces,Flame Screen,Cylinder Housing,gnition Method
Bio Green PAL 2.0/USDT Palma Greenhouse Heater incl Digital Thermosta ,220.51, ,"['One of the best heaters on the market.  I have it heating a 7x10 greenhouse for the winter and it works great highly recommend.', 'Just what I wanted form my greenhouse works perfectly', 'Just what I needed. A little more expensive than a room heater but so far works a lot better in the greenhouse. ', 'Too shelf!', 'Should work well in my greenhouse this winter ', 'Works great and looks new. ', 'Performance was not up to as advertised.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",8in.,,PAL 2.0/USDT,,Does not apply,,NA,5055320022787,Bio Green,5120,"Heater, Torpedo",Electric,Forced Air/Fan,Silver,110 V,1,Palma Greenhouse,"Digital Display, Thermostat, Indoor/Outdoor, Heater, Digital Display,Thermostat",Steel,,,,,,,,,Heater,,,,,,,,,,6.2 ft,,Floor,,,,,,,12.5in.,100 sq ft or Less,"1500 W, 1500W","Analog/Mechanical,Digital, Digital,Analog/Mechanical, Digital, Analog/Mechanical",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaze-Heater 600 Watt Electric Convection Panel Heater (Part number: AH600USMX),220.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Amaze-Heater,,,Electric,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyna-Glo 500 sq. ft. Electric Utility Garage Heater -Pack of 1,224.62, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,EG5000DGP,,,,0872076035169,0872076035169,Dyna-Glo,17000-17999 BTU,Portable Heater,Electric,Convection,Black,240 V,3,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451-500 sq ft,4501-5000 W,Dial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dura Heat LP Convection Heater,220.97,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",15 in,15 in,LPC80,,,,0013204200800,0013204200800,DuraHeat,,Convection Heater,"Electric, Gas, Propane",Convection,Gray,,1,LPC80,"Auto Safety Shutoff, Portable, Electric, Outdoor",Steel,Space Heater,,,,,,,,,,,,,,,,,,,2000,Floor,,,,,,,,Greater Than 1000 sq ft,,Dial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portable,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,000 BTU Dual-Fuel Vent-Free Radiant Wall Heater Thermostatically Controlled",223.90,10 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Unbranded,12 000 BTU,Wall Heater,"Natural Gas, Propane",Radiant,White,,,,Auto Shut-off,,,,,,,,,,,,,,,,,,,,,,"Home, Cabinet, Wall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr. Heater 60,000 BTU Portable Propane Forced Air Heater, 50% Quieter",223.99, ,"['This Mr Heater is great.  I use it in a 1000 sqft shop and it warms it up in minutes.  I replaced a radiant kerosene heater and am glad I did.  Years ago I had a kerosene tube heater that was extremely loud but the Mr Heater is very quiet.  Highly recommend.', 'I am convinced ALL Mr Heater products are nothing buy JUNK!  Lights right up first time - worked for about 20 minutes.2nd use - lights right up - runs for 10 minutes shuts off - Re-light -works for 10 minutes - shuts off TRIED to re-light - no dice - boxed it back up and sent it back,This is not the first Mr Heater item I have had issue with -They use to make a quality product - something changed - LGB!', 'Dont heat up as everyone say. Ran it about an hour in my garage at 32f didnt get much warmer, maybe to 34 in an hour with door closed. Smelled like burned propane and my eyes were burning, had to shut it off it was so bad. Looks to me that people that review them on YouTube are people that sell them. Will be selling this heater get something electric. Would not recommend at all, i was very disappointed. ', 'Had it on low setting and thawed out all my frozen water pipes in a 2 bay garage that was under 10 degrees F. ', 'I recommend this heater.  It works well and heats up my shop quickly and easily.', 'This thing heats my garage in less than 5 minutes. I very impressed. Very happy with this purchase.', 'Great to use in a garage environment.', 'Good little heater. 400 sq foot garage. Gets it up to 80 easy.  , I have to turn it off to keep from sweating!! They should make them more efficient. A little costly if used a lot.', 'Set up is a cinch. Physical was smaller than expect which was a plus.  It is a bit noisy; but it raised the temperature in my 750 ft2 shop 30 degrees within a couple of hours. I will be getting another one for my garage and home. ', 'compact works great will take the chill out of 1200 square feet shop']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Does not apply,,,,313089034010,,Mr. Heater,6000-6999 BTU,Portable Heater,"Propane, Electric",Forced Air/Fan,Black,,,MH60QFAV,,,,,,,,,,,,,,,,,,,,,,,Floor,Mr. Heater,,,,,,,,,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6,000 - 18,000 BTU Portable Radiant Propane Heater",281.95,30-day returns,"['I\'ve wrestled with the heating options for my sun room since my wife and daughter through out my ""old"" kerosene heaters.  I considered the small propane table top heaters but my wife nixed that idea.  The typical outdoor 8 foot high propane heaters would have probably have drawn to much oxygen from the 13\' X 20\' sun room.  As I searched for other heating options, I came across this heater that stored a 20 lb. tank and made it look aesthetically pleasing.  It provides the right amount of heat for various atmospheric conditions!', 'We use the heater to supplement our fuel oil furnace. Works great to give a shot of heat while maintaining an overall lower temperature while we are gone', 'We got the heater shortly before Christmas 2017 here in Texas. Same day it arrived we had a freeze. Heater was installed in a converted barn and temp got up to about 75 in 15min or so. We have been using it for about a week now in below freezing temps with no issues other than it takes a few clicks to get the pilot to light. With all 3 burners going I pointed my temp gun at the front. My gun only goes to 1,000 deg and the heater is over that.', ""Great heater for my garage/workshop.  The heater puts out enough heat to warm up my 24' x x24' garage on a cold winters day (in Michigan).  With it's 3 settings (Lo, Med &amp; Hi) I start on Hi to raise the temp, then I set it to Lo to maintain temp.  I like the idea that the LP tank is built into the heater (instead of a separate tank and extension hose).  It makes the heater easy to roll around the shop and set it where the heat is needed.  I've had no issues with it not starting or operating properly.All in all, this is one great little portable heater.  I'd definitely but it again."", 'It is exactly what we needed. Works great and heats fast. Great product.', 'It is used every day sometimes three or four times to take the chill off in my 14 x 30 cabin. Fifteen min. or so is all it takes even when it is 12 fa outside. Wish I had it last year. Thanks Mr Heater !', ""I've had this heater for a month now and have used it in my garage. It works great in the garage even when it was 20 degrees outside. On high, I have to sit about 2 feet away or I start to get too hot. I normally turn it to medium setting once I start getting hot. It takes about 5 minutes to get up to full heat, and very minimum fumes.  I'm still using my first tank of gas! I love this heater!"", 'This heater holds a 20-pound propane tank. It does a good job of providing radiant heat. The pilot light ignites automatically, making the heater easy to use. I am happy with it, although I have used it only three times so far.', 'fast shipping and heats up the area we needed it for quit fast', 'Works great, Gives off perfect amount of heat with the three settings.Recommended to anyone that is cold, and on a budget for heat.I first learned of these while in Greece in the navy. we used them over winter, where the climate was not so cold, but, you still needed something for quick heat to take the chill off.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",$16.50,23.700,F227500,Propane,See Details,By manufacturer,0089301275003,0089301275003,Mr. Heater,See Details,"Utility, Utility/Portable, Propane",Propane,Radiant,Black,See Details,3,F227500,"Silent Operation, Oxygen Depletion Sensor, Automatic Shut-OFF!!!!!,Oxygen Depletion Sensor,Portable,Silent Operation,Wheels, Wheels, Heater, Automatic Shut-OFF!!!!,Oxygen Depletion Sensor,Portable,Silent Operation,Wheels, Automatic Shut-OFF!!!!!!, Tip-Over Safety Switch, Automatic Shut-OFF!!!!, Portable, Automatic Shut-OFF!!, Heating, Automatic Shut-OFF!,Oxygen Depletion Sensor,Portable,Silent Operation,Wheels, Automatic Shut-OFF!!!!!, Outdoor, Automatic Shut-OFF!, Automatic Shut-OFF!!,Oxygen Depletion Sensor,Portable,Silent Operation,Wheels, Automatic Shut-OFF!!!, Automatic Shut-OFF!!!,Oxygen Depletion Sensor,Portable,Silent Operation,Wheels, Automatic Shut-OFF!!!!!!,Oxygen Depletion Sensor,Portable,Silent Operation,Wheels",Steel,See Details,,,,,,,,,,,,,,,,,,,,"Portable, Cabinet",,,,,,,See Details,250 to 499 sq ft,,Dial,,,,,No,,,,,,,,,,,,,,,See Details,See Details,See Details,See Details,,See Details,See Details,,,See Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See Details,See Details,See Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electric Infrared Heater with Remote Control Indoor Outdoor Heating 1,500 Watt",222.99,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Multiple Item Width,,UFOUK15,,,,0860380000973,0860380000973,UFO,Multiple BTU Heating Rating,Multiple Type,Electric,Multiple Heating System,Multiple Color,Multiple Voltage,2,UFOUK15,Multiple Features,Aluminum,Multiple Operating Sound Rating,,,,,,,,,,,,,,,,,,,,Multiple Mounting Location,,,,,,,,Multiple Area Covered,Multiple Power,Remote Control,,,,,,,,,,,,,,,,,,,,Multiple Heating Element Format,,Multiple Heating Element Material,Multiple Energy Efficiency Ratio (EER),Multiple Energy Star,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outdoor Patio Heater Electric Infrared Patio Heater with Remote 2 Heat Levels...,221.41, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,Does not apply,,,,712858734029,Does not apply,Veklins,,,,,Black,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,0712858734029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46000 BTU Outdoor Heaters for Patio Propane with Cover Propane Outdoor Heaters,224.98,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,China,,Does not apply,Does not apply,Unbranded,,Patio heater,Gas,,Black,,,,,Powder coated Iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-12.5kW,,,,,,No,,,2238mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45-0.87KG/H,Propane/Butane/LPG,"φ815mm, aluminum, 4-patch",φ65mm*845mm,φ375mm*760mm,340mm*600mm,φ450mm*90mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powder coated Iron,φ275mm*530mm(H),stainless steel#304,φ400mm,Variable control button with piezoelectric ignition,Anti-tilt switch,a pair of wheels,factory standard neutral brown export carton,18.4KG/15KG,CE&CSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outdoor Patio Heater Electric Infrared Patio Heater with Remote 2 Heat Levels...,221.41,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,Does not apply,,,,712858734029,Does not apply,Veklins,,,,,Black,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,0712858734029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" UFO UK-15 Wall, Ceiling or Optional Stand Mounted Electric Infrared Heater with",220.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Multiple Item Width,,UFOUK15,,,,0860380000973,0860380000973,UFO,Multiple BTU Heating Rating,Multiple Type,Electric,Multiple Heating System,Multiple Color,Multiple Voltage,1,UFOUK15,Multiple Features,Aluminum,Multiple Operating Sound Rating,,,,,,,,,,,,,,,,,,,,Multiple Mounting Location,,,,,,,,Multiple Area Covered,Multiple Power,Remote Control,,,,,,,,,,,,,,,,,,,,Multiple Heating Element Format,,Multiple Heating Element Material,Multiple Energy Efficiency Ratio (EER),Multiple Energy Star,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46000BTU Outdoor Heaters for Patio Propane with Cover Propane Outdoor Heaters*,223.37,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,China,,686086863748,Does not apply,Unbranded,,Patio heater,Gas,,Black,,,,,Powder coated Iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-12.5kW,,,,,,No,,,2238mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45-0.87KG/H,Propane/Butane/LPG,"φ815mm, aluminum, 4-patch",φ65mm*845mm,φ375mm*760mm,340mm*600mm,φ450mm*90mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powder coated Iron,φ275mm*530mm(H),stainless steel#304,φ400mm,Variable control button with piezoelectric ignition,Anti-tilt switch,a pair of wheels,factory standard neutral brown export carton,18.4KG/15KG,CE&CSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Infrared Heater w Remote Control Wall Ceiling Stand 1500-Watt  Bronze,220.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Multiple Item Width,,UFOUK15,,,,0860380000973,0860380000973,UFO,Multiple BTU Heating Rating,Multiple Type,Electric,Multiple Heating System,Multiple Color,Multiple Voltage,1,UFOUK15,Multiple Features,Aluminum,Multiple Operating Sound Rating,,,,,,,,,,,,,,,,,,,,Multiple Mounting Location,,,,,,,,Multiple Area Covered,Multiple Power,Remote Control,,,,,,,,,,,,,,,,,,,,Multiple Heating Element Format,,Multiple Heating Element Material,Multiple Energy Efficiency Ratio (EER),Multiple Energy Star,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
