Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,UPC,Color,Timer Control,Refrigerant,Year Manufactured,Smart Home Compatibility,Air Direction,Cable Length,Current Rating,Tonnage,Smart Home Protocol,Location,Assembled Product Dimensions (L x W x H),Manufacturer Part Number,Assembled Product Weight,Manufacturer,ISBN,Country/Region of Manufacture,Power (W),Unit Type,Design,Voltage Supply,Custom Bundle,Energy Star,Manufacturer Warranty,Product Weight (lb),Baseboard Heating Type,Hydronic,Product Width (in),Product Height (in),Product Length (in),Power/Fuel Type,Thermostat,Heating Product Type,Wattage (watts),Voltage (volts),Heat rating (BTU/hour),Product Depth (in),Heating Technology Type,Vented,Certifications and Listings,Bundle Listing,Part/Accessory Type,Style,Heater Style,Area Heated (Sq Ft),Heater Controls,Room Size,Heater Type,Amperage (amps),Voice Control Hub Required,Color Family,Portable Heater Safety Features,Cord Length (in),Indoor/Outdoor,Remote Access,Portable Heater Features,Smart Home,Requires Hub?,Works With,Power Options,Size,Heating Method,Item Dimensions LxWxH,Heat Output,Style Name,Power Type,Recommended Location,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Hanger Type,Number of Bars,Heating Wattage,Length,Width,Height,SKU,Item model number,Warranty Description,Assembly Required,Product Dimensions,Country of Origin,Batteries Required?,Item Weight,Number of Pieces,Included Components,Model No.,Wattage,Battery Size,Depth,Number of Batteries,Battery Life,Motor Type,Battery Included,Bundle Description,Weight,Battery Capacity,UL Listed,Energy Rating,SHIPPING,RETURN,ITEM LOCATION,International buyers,New Title,Prop65_fl,Prop65Warning,Manufacturer Color,Recommended Environment,Resistance Properties,ItemWidth,ItemLength,ItemHeight,item_width,item_length,Fuel Type,Room,Suitable For,Watts,Binding,Warranty,Studio,Publisher,ProductTypeName,PackageQuantity,NumberOfItems,Label,ProductGroup,750 Watts,1500 Watts,Living Room Safe,Bedroom Safe,Stage,Approved,Mobile Home Safe,frequency,state limitations,Number of Cool Speeds,Price,USA Seller,Product use,Customer service,Limited time offer,Shipping Exclusions,manufacturer_part_number,Pack Size,Fit,Quality,Tax,Heating Element Type,Cord Length,Plug Type,Heating BTU,Watt,Dimension,Item Weight Major,package_length,PartNumber,Platform,PackageHeight,PackageLength,PackageWidth,PackageWeight,ItemWeight,Package Condition,Package Contents,Cosmetic Condition,Functionality Check I,Functionality Check II,Second eBay Category,Set Includes,Gift
Presto 1000 Watts Heat Dish Parabolic Electric Heater Model 0791708 Works Great,99.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Presto,Electric,Parabolic/Dish,Radiant,"Desk/Tabletop, Floor",,Aluminum,3,"Dial, Switch",unmarked,120 V,3 Settings,,1000 Watts,Coil,Unknown,Less Than 80%,None,2000-2999 BTU,100 sq ft or Less,N/A,,3 or Less,N/A,N/A,n/a,,,,,,,Does not apply,Black,N/A,N/A,,N/A,1-Way,N/A,N/A,,N/A,,,,,,,China,,,,,No,Compliant,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Electric Fireplace Heater 1500-Watt Portable Ceramic Space Black Indoor,98.12,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,"Electric, Battery",,Convection,"Floor, Cabinet, Window",,Ceramic,1,"Dial, Touch, Remote Control, Push Button, Digital",CA20100,120 V,"Timer, Auto Shut-off",,1001-1500 W,Coil,Brass,Less Than 80%,Standard,Less Than 2000 BTU,100 sq ft or Less,,CA20100,4.1-5,,,,,,,,,0046013769343,0046013769343,Black,,,2000,,1-Way,72 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadet Electric Baseboard Heater Convection Floor Heating Quiet  in White 72 in.,97.88,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unknown,,Does not apply,,,,,,,6F1500W,,,,,,,,,,,,6F1500W,,,,,,,,,,0705353238604,313041587509,Whites,,,,,,,,,,,,,,Cadet,Does not apply,,,,,,,,,105 lb,Electric,No,72 in,7 in,72 in,Electric,No,Baseboard,1500/1125,240/208,5118,25 in,Convection,No,ETL Listed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 5586 Portable Electric 1500W Room Oscillating Ceramic Tower Space Heater,99.99,33 sold,"['Very nice heater!  It oscillates back and forth and keeps a pretty constant temperature in a medium sized space.  The remote works well and I am happy with this purchase', 'This little ceramic heater is wonderful!  It is loaded with features including oscillating and has a remote control with it.  It works like a charm very quietly and automatically according to the thermostat control.  I highly recommend this space heater!', ""My office is in the lower level of the house which is naturally colder than the rest of my home. Rather than heat up the whole house to warm this one room this Lasko heater does a terrfic job of keeping me comfortable even on the coldest days.It's quiet, efficient, and just does the job."", 'heats up a room quickly and quietly.... well made verses the earlier models..', 'Took for ever to warm a sun room of 10 x 12, than it didnt even bring it up to 70 degrees, was on most of the day. .  heat output was not that good. Will never purchase anyone. Price was way to much for the quality of how well it worked.', ""Couldn't find a more inexpensive excellent quality space heater. Just ordered another!"", 'Solid model. Quiet does the job well. Worth the buy.', 'Good products. Thanks.', 'I received mine in the mail turned it on only lasted one day and stopped working. Do not recommend this product at all to anyone']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Electric,Ceramic,Convection,,,,2,"Digital, Touch, Remote Control",5586,120 V,Timer,,,,,,,,,,5586,,,,,,,,,,0024070570416,0024070570416,Gray,,,,,,,,,,Bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadet Baseboard Heater 240-Volt 1,500-Watt Electric Safety Shut-Off in White",97.83,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Cadet,Electric,Baseboard Heater,,Wall,,Steel,1,Touch,6F1500W,240 V,,,,,,,,,,,9956,,,,,,,,,,0027418099563,0027418099563,White,,,,Universal,,,,,Infrared,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timisea Outdoor Heater with Stand Base, Portable Indoor Heater 360° All-Round H",95.05,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Timisea,Battery,Baseboard Heater,Boiler,Baseboard,,Aluminum,1,Analog/Mechanical,AEG WKL 1003 S,12 V,Auto Shut-off,,Less Than 10 W,Coil,Brass,1,,Less Than 2000 BTU,100 sq ft or Less,,Does not apply,,,,,,,,,,Does not apply,Does not apply,White,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone Fireplace Stove Heater Electric 1500W 3D Flame Portable CZFP4 Black,99.95,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",comfort zone,Electric,Electric Portable Heater,Convection,Wall,,"Plastic, Metal",2 Heat,"Switch, Touch",CZFP4,120 V,"Indoor, Cool-to-Touch",,750/1500,,,,Quiet,5120,Under 150 sq ft,,CZFP4,,,,,,,,,,0075877125972,0075877125972,Black,15 Minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fireplace Stove Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EdenPURE Model 500XL Personal Infrared Quartz Portable Space Heater 900W Black,99.0, , ,,EdenPURE,Electric,Quartz Infrared,Infrared,Floor,,,,,500XL,900W,,,900W,,Quartz,,,,,,Does not apply,,,,,,,,,,,Does not apply,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EconoHome Wall Mount Space Heating Panel  with Thermostat 600W Convection Heater,97.00, , ,,EconoHome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500*500mm 110V 1400W Silicone Heater Mat Pad For Printer Heated Bed Heating,99.85,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,,Heating Pad,,,,Silicone,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AIR KING 8900 Prtbl Elct Job/Garage Heatr,11-3/8""L,120",95.88,51 sold,"['These portable heaters work very well for small jobs and spaces.  I use one in my bedroom as a backup heat source since the furnace is so far from the bedroom.  I just set the thermostat at a low setting and the heater comes on variably to keep the bedroom a bit warmer.In my job we use these inside multi million dollar aircraft while parked on the ground in cold weather to keep the cabin warm and ready for the next flight.I highly recommend them for small space heating where safety is paramount.', ""One thing don't like when not turned on the red power light stays on..  Constantly making me think when i walk by it that it is running.  So, that I would change. otherwise fine"", 'does not blow air out far enought,to small for 700 sq. ft basement,still will keep it for emergency use if power go`s out,have a generator to use it with,just not powerful enought,looking at a bigger one', ""I have bought so many different heaters that cannot perform that put out very little air and very little heat including radiator type heaters they're all junk this heater has been the best portable heater I have ever used and would buy it again and recommend it to others"", ""You will thank me later. I am updating this review 1/21/18. Received heater 10/28/17 After 1 month indicator light stopped glowing. Today I came home and fan/heat is not working at all. I will say it ran well and pretty much constantly on high for the last 30 days. I will go back to the metal heater Lowe's sells for 20bux. Now I wonder if it was defective when I contacted zoro tools in October."", ""So I spent more on this then other portable..didnt notice any difference then a $20-25 ceramic  also no differance from fan on low or high speed same...maybe a got a 'dud' ??"", 'Great, bought in an effort to curb the upcoming increase in natural gas costs. We shall see if it is a shot in foot or not.', 'I love it .. great hot feel so good ... thumb best!!!!.', 'Works good as an addition to a heated area. Lacks a little trying to heat an unheated area.', 'for a small unit it puts out much more warmth than my old one and a lot smaller to, thanks.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Air King,Electric,Portable Electric Heaters,,,,"Ceramic, Steel",1,Remote Control,8900,120 V,Timer,,,,,,,,,,8900,,,,,,,,,,,046013386601,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado VMH500 Whole Room Metal Heater with Auto Climate with Remote,99.99,29 sold, ,,Vornado,"Electric,Fan, Electric","Unit Heater, Fan Heater",Forced Air/Fan,"Floor, Desk/Tabletop, Whole Room",,Steel,2,"Push Button,Remote Control, Remote Control, Digital,Remote Control, Touch","Vornado EH1-0116-43, Vornado VMH500",120 V,"Digital Display, Portable, Thermostat, Auto Shut-off, Timer, Remote Control, Cool-Touch Exterior, LED, 2 led displays, Adjustable Thermostat, Vent Free",,"1500 W, 1001-1500 W",,,,Space Heater,5000-5999 BTU,251-300 sq ft,9.2 in,EH1-0116-43,,"9.38 in, 9.4 in",11.67 in,,,,,,,0043765011799,0043765011799,White,"15 Minutes, 12 hrs",,,,,,,L 13.5 x W 10.79 x H 10.79 inches,"Fan, Compact",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPACE_HEATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marley A1000IFB Fan Forced Room Heater 120V 1000 Watt  8.34 Amps,100.0, , ,,Marley,Fan,,Forced Air/Fan,Wall,,,,,,120 V,,,,,,,,,,,,,,,,,,,,,,,off white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Inch Electric Fireplace Log Set Heater with Remote Control Led Flame,99.99,Longtime member, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Stylewell,Electric,Unit Heater,Infrared,,,,Variable,Remote Control,Barkridge,120 V,,,,,,,,4000-4999 BTU,,21 in,Sp2215-ir-phrm,,,,,,,,,,,6948958658222,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent EdenPure Eden Pure heater 3rd gen A4137 with original box,99.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",EdenPURE,Electric,infrared portable heater,Infrared,Floor,,,Variable,Push Button,A4137,120 V,,,900w,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cadet Electric Heater 1,000-W-120-Volt Fan In-Wall Dial Controls White CSC101TW",99.99, ,"[""Product is as described. A 120-volt heater doesn't have the power to deliver heat that will melt the wall paint. It's fine to take the chill away from a small space. There's nothing innovative about this. Such items are much the same as they were decades ago. That's not bad."", 'This had not been indicated in the listing. Since it has not been yet installed in this location yet, I cannot give an accurate assessment of its quality.', 'As expected, works well.', 'Very quiet fan.  Decent air flow.  Used it for supplemental heat for sitting room. Highly recommend unit.', 'Keeps the bathroom warm on cold  winter mornings. Thanks. RS', 'As advertised.  easy to install. works great!', 'Very well made and easy to install.', 'Awesome product works great for size', 'eficient']",,Cadet,"Fan, Electric",Unit Heater,Forced Air/Fan,Wall,,,1,Dial,CSC101TW,120 V,Timer,,901-1000 W,,,,,3000-3999 BTU,101-150 sq ft,,CSC101TW,,,,,,,,,,0027418675088,0027418675088,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Newair Heavy-Duty 5600w Electric Garage Heater, Commercial Utility 240 Volts",96.99, ,"['This heater was offered as ""Manufacturer refurbished"".I was willing to accept cosmetic damage to save somemoney.  When the heater came, it was in almost newcosmetic and like new operational condition!  I was veryhappy!I have used it for 3 weeks so far in my 625 Sq. Ft. garagewith outside air temperatures as low as 24F.   At 24F, ittakes about an hour to heat the garage to 65F+; then itcycles on and off after that and maintains thetemperature just fine.  I haven\'t had to turn the thermostatup more than 2/3 of the way to be able to work in asummer shirt and jeans.BTW my garage is insulated and sheet-rocked on all thewalls and the ceiling.  (The ceiling is 9 1/2\' high.)  Thegarage doors are also insulated with foam sheets in thepanels.I put the heater on the floor (as required by the safetyinstructions) facing into the garage.  It sits on and blowsacross a carpet which never gets warm as the heat goesup.  The heater fan keeps the air mixed well and keepsthe temperature even throughout the garage. ', ""I think this is a decent heater. Easy install, quiet, simple, but it does take a while to get room heat up. On a cold day I might need 3+ hours to get the room to working temp here in the Northeast.. But, I would suggest counting on it for less than the rated SqFt in your shop application.I may need a second one, and now I am faced with the fact that I should have gone with higher BTU's on a single unit to begin with."", 'Very happy with this heater, especially for the price! I have a 1225 sq ft garage with tall ceilings and this keeps it a nice 60 degrees at all times. I was not expecting it to keep the garage so nice and warm. Very happy with it, the blower is a little noisy at times but that doesn’t bother me, especially at this price. ', 'I Purchased this for a restaurant and was not quite sure it would work. Well it turned out it was better then I had hoped for. I have it up high so it blows across the ceiling, fans pick up the heat and send it gently down. Wow Just Wow. It works fantastic..', ""Haven't had it very long, but I believe it is going to work great for what I intended to use it for and that is too heat my work shop."", 'Not sure as of yet for I have not used it. Have to wait till it get cold out side', 'I love this item but doesn’t fit the socket ', 'a little small for me other wise good heater', 'Looks and feels solid!']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Newair,Electric,Unit Heater,Forced Air/Fan,Floor,,Steel,1,Dial,G56,240 V,"Thermostat, Thermo- Shutoff",,Greater Than 5000 W,Coil,.,n/a,Standard,19000-19999 BTU,551-600 sq ft,11 in.,G56,.,11 in.,14 in,n/a,A - G,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,Compliant,,,,,,,,,,,,,,,,,,,,,Utility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atomi Smart Commfort Wifi Heater Wall Mounted,99.99, , ,,Atomi Smart,Electric,,Infrared,Wall,,,,,Commfort XW,110 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wi-Fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heat Storm Tradesman HS-1500-OTR - Outdoor Infrared Heater, 1500-watt NIB",99.0, , ,,Heat Storm,Electric,Heater,Carbon Fiber,Wall,,Steel,,,HS-1500-OTR,120 V,,,1001-1500 W,,,,,5000-5999 BTU,351-400 sq ft,,HS-1500-OTR,,,,,,,,,,,793573053657,Gray,,,,,,,,,,,,HS-1500-OTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone CZ449 Oscillating Ceramic Space Heater Portable Electric Silver 2PK,97.95, ,"['It had a broken piece on the back side, but it was a quick fix and the product is very good after all. ', 'Quiet and very warm, easy to operate and dependable.', 'This heater does a good job.', 'Awesome quality!', 'Is the best deal.', ""It's noisy.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",comfort zone,Fan,Fan Heater,,,,Ceramic,2,Switch,CZ449,,Oscillating,,,,,,Space Heater,,,,CZ449,,,,,,,,,,0720189167249,0720189167249,Silver,,,,,,,,17 x 6 x 4 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Space Heater Oscillating Ceramic Portable Smart Wi-Fi Touch Screen,99.26,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",atomi smart,Electric,Portable Heater,,"Desk/Tabletop, Floor",,Plastic,Variable,,,110 V,,,1001-1500 W,,,,,,,,AT1482,,,,,,,,,,0313111227274,313111227274,White,,,,,,,,,Wi-Fi,,,,,,Does not apply,,,,,,,,,4.6 lb,,,6.25 in,16 in,,Electric,,,1500 W,110,,7 in,,,ETL Certified,,,,,100,Electronic,Small,Forced Air,12 A,No Hub Required for Voice Control,Whites,"Auto Shut Off,Cool-to-the-Touch,Tip-Over Safety Switch",60,Indoor,Remote Access,"Digital Display,Energy-Saving Modes,Fan Included,Handle,Oscillati",Smart Home Enabled,No Hub Required,"Alexa, Alexa, Google, Google Assistant, Proprietary App",Plug-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
